Test Feature A,Test Feature B,R-Value,P-Value
iFOW,Over,[0.56124646],[2.97510023e-20]
iFOW,Wide,[0.6980049],[1.61454297e-34]
iFOW,S.Bkhd,[0.68279356],[1.52383456e-32]
iFOW,S.Dflct,[0.33283207],[2.82549112e-07]
iFOW,S.Slap,[0.43073799],[1.12673739e-11]
iFOW,S.Tip,[0.62030399],[1.49171982e-25]
iFOW,S.Wrap,[0.33406609],[2.53708369e-07]
iFOW,S.Wrst,[0.72236662],[5.91979009e-38]
iFOL,Ht,[0.253],[0.00011622]
iFOL,Wt,[0.19824343],[0.00269688]
iFOL,GP,[0.7161306],[4.8546742e-37]
iFOL,G,[0.71917687],[1.74922838e-37]
iFOL,A,[0.78833479],[1.9370767e-49]
iFOL,A1,[0.75686361],[1.68026755e-43]
iFOL,A2,[0.74791271],[5.63754813e-42]
iFOL,PTS,[0.79656966],[3.6607819e-51]
iFOL,+/-,[0.11383746],[0.08703205]
iFOL,Shifts,[0.81734778],[6.86710287e-56]
iFOL,TOI,[0.83296429],[7.37877528e-60]
iFOL,TOIX,[0.83320431],[6.36512147e-60]
iFOL,TOI/GP,[0.79310407],[1.9883025e-50]
iFOL,TOI%,[0.76559452],[4.69835032e-45]
iFOL,iBLK,[0.60055942],[1.17038519e-23]
iFOL,iFOW,[0.97073974],[8.41065523e-142]
iFOL,iFOL,[1.],[nan]
iFOL,FO%,[0.33122351],[3.24891792e-07]
iFOL,OTG,[0.41004987],[1.27502081e-10]
iFOL,GWG,[0.57437622],[2.43741695e-21]
iFOL,G.Bkhd,[0.47295132],[4.64459841e-14]
iFOL,G.Snap,[0.53396858],[3.82856911e-18]
iFOL,G.Tip,[0.45459905],[5.54965351e-13]
iFOL,G.Wrap,[0.24511908],[0.00019146]
iFOL,G.Wrst,[0.68563709],[6.65204683e-33]
iFOL,Post,[0.56713782],[9.81613143e-21]
iFOL,Over,[0.58467658],[3.16052862e-22]
iFOL,Wide,[0.70217686],[4.41079067e-35]
iFOL,S.Bkhd,[0.69013991],[1.75552642e-33]
iFOL,S.Dflct,[0.35652349],[3.2883162e-08]
iFOL,S.Slap,[0.44288359],[2.50617665e-12]
iFOL,S.Tip,[0.61515667],[4.79199078e-25]
iFOL,S.Wrap,[0.33177276],[3.0979197e-07]
iFOL,S.Wrst,[0.74803787],[5.37280121e-42]
FO%,Ht,[0.13471824],[0.04257725]
FO%,Wt,[0.07031613],[0.29147657]
FO%,GP,[0.36758663],[1.13175848e-08]
FO%,G,[0.24442024],[0.00019996]
FO%,A,[0.26579041],[4.99292969e-05]
FO%,A1,[0.25209619],[0.00012317]
FO%,A2,[0.25674503],[9.11583187e-05]
FO%,PTS,[0.26941407],[3.89898388e-05]
FO%,+/-,[-0.02418034],[0.71708503]
FO%,Shifts,[0.35904895],[2.58688939e-08]
FO%,TOI,[0.34842473],[6.99898217e-08]
FO%,TOIX,[0.34853793],[6.92647953e-08]
FO%,TOI/GP,[0.30399906],[3.06630522e-06]
FO%,TOI%,[0.29361151],[6.81801771e-06]
FO%,iBLK,[0.3015684],[3.70706499e-06]
FO%,iFOW,[0.36794429],[1.09265527e-08]
FO%,iFOL,[0.33122351],[3.24891792e-07]
FO%,FO%,[1.],[0.]
FO%,OTG,[0.08745736],[0.18920374]
FO%,GWG,[0.19837842],[0.00267848]
FO%,G.Bkhd,[0.17384971],[0.00866568]
FO%,G.Snap,[0.17789178],[0.00721]
FO%,G.Tip,[0.18674349],[0.00475706]
FO%,G.Wrap,[0.15826835],[0.01700832]
FO%,G.Wrst,[0.2186391],[0.00091201]
FO%,Post,[0.18925606],[0.00421345]
FO%,Over,[0.22123799],[0.00078857]
FO%,Wide,[0.28272233],[1.52467608e-05]
FO%,S.Bkhd,[0.27350076],[2.93745791e-05]
FO%,S.Dflct,[0.14649112],[0.02732042]
FO%,S.Slap,[0.17572778],[0.00795968]
FO%,S.Tip,[0.24306595],[0.00021747]
FO%,S.Wrap,[0.18676833],[0.00475139]
FO%,S.Wrst,[0.27557981],[2.53892204e-05]
OTG,Ht,[0.0773706],[0.24563182]
OTG,Wt,[0.04170591],[0.53185924]
OTG,GP,[0.30815873],[2.20722315e-06]
OTG,G,[0.56722534],[9.65414797e-21]
OTG,A,[0.45557746],[4.88026447e-13]
OTG,A1,[0.41763575],[5.33912954e-11]
OTG,A2,[0.45909233],[3.06499286e-13]
OTG,PTS,[0.52181449],[2.90435384e-17]
OTG,+/-,[-0.02403801],[0.71867972]
OTG,Shifts,[0.36779903],[1.10837671e-08]
OTG,TOI,[0.40194984],[3.15380992e-10]
OTG,TOIX,[0.40195423],[3.15228323e-10]
OTG,TOI/GP,[0.43567938],[6.1568595e-12]
OTG,TOI%,[0.42667545],[1.83840023e-11]
OTG,iBLK,[0.12955557],[0.05124234]
OTG,iFOW,[0.36404423],[1.59953995e-08]
OTG,iFOL,[0.41004987],[1.27502081e-10]
OTG,FO%,[0.08745736],[0.18920374]
OTG,OTG,[1.],[nan]
OTG,GWG,[0.61403886],[6.15674169e-25]
OTG,G.Bkhd,[0.31808775],[9.86573513e-07]
OTG,G.Snap,[0.43315182],[8.3973654e-12]
OTG,G.Tip,[0.28259913],[1.53832971e-05]
OTG,G.Wrap,[0.17296609],[0.00901668]
OTG,G.Wrst,[0.54439091],[6.30441725e-19]
OTG,Post,[0.36100328],[2.14546534e-08]
OTG,Over,[0.41269583],[9.43473829e-11]
OTG,Wide,[0.46599951],[1.20958267e-13]
OTG,S.Bkhd,[0.35313751],[4.52119709e-08]
OTG,S.Dflct,[0.15947524],[0.0161741]
OTG,S.Slap,[0.33230736],[2.95743057e-07]
OTG,S.Tip,[0.32390069],[6.07382034e-07]
OTG,S.Wrap,[0.21428571],[0.00115927]
OTG,S.Wrst,[0.45506289],[5.22184498e-13]
GWG,Ht,[0.19342591],[0.00343368]
GWG,Wt,[0.14307758],[0.03116662]
GWG,GP,[0.56907607],[6.78255719e-21]
GWG,G,[0.81929236],[2.31022913e-56]
GWG,A,[0.67978549],[3.62507429e-32]
GWG,A1,[0.67609876],[1.03398825e-31]
GWG,A2,[0.6130088],[7.74925039e-25]
GWG,PTS,[0.76776939],[1.88109374e-45]
GWG,+/-,[0.24319577],[0.00021573]
GWG,Shifts,[0.63372168],[6.41728143e-27]
GWG,TOI,[0.66711825],[1.2476453e-30]
GWG,TOIX,[0.66764853],[1.07963003e-30]
GWG,TOI/GP,[0.65403089],[4.04069066e-29]
GWG,TOI%,[0.64649434],[2.77150793e-28]
GWG,iBLK,[0.40814674],[1.58081578e-10]
GWG,iFOW,[0.53673299],[2.38719996e-18]
GWG,iFOL,[0.57437622],[2.43741695e-21]
GWG,FO%,[0.19837842],[0.00267848]
GWG,OTG,[0.61403886],[6.15674169e-25]
GWG,GWG,[1.],[nan]
GWG,G.Bkhd,[0.49348013],[2.41523832e-15]
GWG,G.Snap,[0.58615296],[2.34424883e-22]
GWG,G.Tip,[0.5446188],[6.05633946e-19]
GWG,G.Wrap,[0.13999398],[0.03502877]
GWG,G.Wrst,[0.76449483],[7.4355552e-45]
GWG,Post,[0.54696151],[4.00136391e-19]
GWG,Over,[0.59132853],[8.12575661e-23]
GWG,Wide,[0.68173587],[2.0691616e-32]
GWG,S.Bkhd,[0.58995444],[1.07853746e-22]
GWG,S.Dflct,[0.41424744],[7.89770666e-11]
GWG,S.Slap,[0.53062316],[6.74217015e-18]
GWG,S.Tip,[0.55568328],[8.30849523e-20]
GWG,S.Wrap,[0.42120194],[3.51923393e-11]
GWG,S.Wrst,[0.70593252],[1.3450947e-35]
G.Bkhd,Ht,[0.17295895],[0.00901956]
G.Bkhd,Wt,[0.15876573],[0.01666009]
G.Bkhd,GP,[0.50089582],[7.89900274e-16]
G.Bkhd,G,[0.63075879],[1.30265926e-26]
G.Bkhd,A,[0.4602492],[2.62682776e-13]
G.Bkhd,A1,[0.47745882],[2.46798288e-14]
G.Bkhd,A2,[0.3887788],[1.30664121e-09]
G.Bkhd,PTS,[0.55104202],[1.92883523e-19]
G.Bkhd,+/-,[0.07144474],[0.2837817]
G.Bkhd,Shifts,[0.52941656],[8.25608021e-18]
G.Bkhd,TOI,[0.535245],[3.07997178e-18]
G.Bkhd,TOIX,[0.53575781],[2.82144819e-18]
G.Bkhd,TOI/GP,[0.48102143],[1.48739925e-14]
G.Bkhd,TOI%,[0.46989555],[7.09300451e-14]
G.Bkhd,iBLK,[0.40823702],[1.56482359e-10]
G.Bkhd,iFOW,[0.45552989],[4.91090539e-13]
G.Bkhd,iFOL,[0.47295132],[4.64459841e-14]
G.Bkhd,FO%,[0.17384971],[0.00866568]
G.Bkhd,OTG,[0.31808775],[9.86573513e-07]
G.Bkhd,GWG,[0.49348013],[2.41523832e-15]
G.Bkhd,G.Bkhd,[1.],[0.]
G.Bkhd,G.Snap,[0.31341345],[1.44658751e-06]
G.Bkhd,G.Tip,[0.49757349],[1.30764002e-15]
G.Bkhd,G.Wrap,[0.17056588],[0.01003455]
G.Bkhd,G.Wrst,[0.50930432],[2.15159299e-16]
G.Bkhd,Post,[0.44469468],[1.9926228e-12]
G.Bkhd,Over,[0.3475761],[7.56622435e-08]
G.Bkhd,Wide,[0.5152049],[8.45289883e-17]
G.Bkhd,S.Bkhd,[0.61883347],[2.08659229e-25]
G.Bkhd,S.Dflct,[0.382788],[2.44372068e-09]
G.Bkhd,S.Slap,[0.31723308],[1.05860067e-06]
G.Bkhd,S.Tip,[0.50820915],[2.55393158e-16]
G.Bkhd,S.Wrap,[0.38964609],[1.1921706e-09]
G.Bkhd,S.Wrst,[0.56878568],[7.16990762e-21]
G.Snap,Ht,[0.10941837],[0.10008869]
G.Snap,Wt,[0.10203234],[0.12532178]
G.Snap,GP,[0.50273306],[5.96330409e-16]
G.Snap,G,[0.73196382],[2.06986658e-39]
G.Snap,A,[0.64116874],[1.0460873e-27]
G.Snap,A1,[0.61632797],[3.68132619e-25]
G.Snap,A2,[0.60567486],[3.89153718e-24]
G.Snap,PTS,[0.7074955],[8.16012914e-36]
G.Snap,+/-,[0.0793462],[0.23374632]
G.Snap,Shifts,[0.56767578],[8.86107383e-21]
G.Snap,TOI,[0.60672678],[3.09536135e-24]
G.Snap,TOIX,[0.60521278],[4.30202965e-24]
G.Snap,TOI/GP,[0.59975938],[1.38785758e-23]
G.Snap,TOI%,[0.59605912],[3.0338085e-23]
G.Snap,iBLK,[0.33180354],[3.08966159e-07]
G.Snap,iFOW,[0.5072646],[2.95940776e-16]
G.Snap,iFOL,[0.53396858],[3.82856911e-18]
G.Snap,FO%,[0.17789178],[0.00721]
G.Snap,OTG,[0.43315182],[8.3973654e-12]
G.Snap,GWG,[0.58615296],[2.34424883e-22]
G.Snap,G.Bkhd,[0.31341345],[1.44658751e-06]
G.Snap,G.Snap,[1.],[0.]
G.Snap,G.Tip,[0.3124546],[1.56348093e-06]
G.Snap,G.Wrap,[0.21717346],[0.00098924]
G.Snap,G.Wrst,[0.57884849],[1.01293622e-21]
G.Snap,Post,[0.49097235],[3.50316875e-15]
G.Snap,Over,[0.55773224],[5.70455471e-20]
G.Snap,Wide,[0.651088],[8.62639026e-29]
G.Snap,S.Bkhd,[0.54484429],[5.82030954e-19]
G.Snap,S.Dflct,[0.36134133],[2.07687526e-08]
G.Snap,S.Slap,[0.57577283],[1.8555316e-21]
G.Snap,S.Tip,[0.48999364],[4.04698374e-15]
G.Snap,S.Wrap,[0.30679516],[2.45973487e-06]
G.Snap,S.Wrst,[0.59460333],[4.11541881e-23]
G.Tip,Ht,[0.11020619],[0.09765371]
G.Tip,Wt,[0.1434741],[0.03069736]
G.Tip,GP,[0.47191866],[5.36159583e-14]
G.Tip,G,[0.64476019],[4.28363502e-28]
G.Tip,A,[0.47617615],[2.95730524e-14]
G.Tip,A1,[0.48989047],[4.10891163e-15]
G.Tip,A2,[0.40731673],[1.73546438e-10]
G.Tip,PTS,[0.56679008],[1.04865565e-20]
G.Tip,+/-,[0.14539574],[0.02850772]
G.Tip,Shifts,[0.53121456],[6.10311459e-18]
G.Tip,TOI,[0.54035253],[1.27766322e-18]
G.Tip,TOIX,[0.54125529],[1.09193566e-18]
G.Tip,TOI/GP,[0.55329682],[1.28324352e-19]
G.Tip,TOI%,[0.55067502],[2.06051532e-19]
G.Tip,iBLK,[0.42367936],[2.62684604e-11]
G.Tip,iFOW,[0.45982176],[2.78108999e-13]
G.Tip,iFOL,[0.45459905],[5.54965351e-13]
G.Tip,FO%,[0.18674349],[0.00475706]
G.Tip,OTG,[0.28259913],[1.53832971e-05]
G.Tip,GWG,[0.5446188],[6.05633946e-19]
G.Tip,G.Bkhd,[0.49757349],[1.30764002e-15]
G.Tip,G.Snap,[0.3124546],[1.56348093e-06]
G.Tip,G.Tip,[1.],[0.]
G.Tip,G.Wrap,[0.22967712],[0.0004861]
G.Tip,G.Wrst,[0.49493537],[1.94372165e-15]
G.Tip,Post,[0.36247957],[1.86113324e-08]
G.Tip,Over,[0.44794624],[1.31566571e-12]
G.Tip,Wide,[0.55205746],[1.60603833e-19]
G.Tip,S.Bkhd,[0.55496821],[9.46779412e-20]
G.Tip,S.Dflct,[0.33471922],[2.39609226e-07]
G.Tip,S.Slap,[0.28248257],[1.55135523e-05]
G.Tip,S.Tip,[0.75405249],[5.14767953e-43]
G.Tip,S.Wrap,[0.26477016],[5.34956744e-05]
G.Tip,S.Wrst,[0.48256851],[1.19159835e-14]
G.Wrap,Ht,[0.04715165],[0.47963615]
G.Wrap,Wt,[0.02787408],[0.67614418]
G.Wrap,GP,[0.19620482],[0.00298911]
G.Wrap,G,[0.25666399],[9.16423006e-05]
G.Wrap,A,[0.19626463],[0.00298015]
G.Wrap,A1,[0.20386182],[0.0020207]
G.Wrap,A2,[0.16466401],[0.01298119]
G.Wrap,PTS,[0.22996711],[0.00047794]
G.Wrap,+/-,[0.02011375],[0.7631069]
G.Wrap,Shifts,[0.22663635],[0.00057986]
G.Wrap,TOI,[0.22489925],[0.00064067]
G.Wrap,TOIX,[0.22441713],[0.00065856]
G.Wrap,TOI/GP,[0.2169486],[0.00100161]
G.Wrap,TOI%,[0.21278798],[0.00125766]
G.Wrap,iBLK,[0.18676621],[0.00475187]
G.Wrap,iFOW,[0.25895],[7.88744396e-05]
G.Wrap,iFOL,[0.24511908],[0.00019146]
G.Wrap,FO%,[0.15826835],[0.01700832]
G.Wrap,OTG,[0.17296609],[0.00901668]
G.Wrap,GWG,[0.13999398],[0.03502877]
G.Wrap,G.Bkhd,[0.17056588],[0.01003455]
G.Wrap,G.Snap,[0.21717346],[0.00098924]
G.Wrap,G.Tip,[0.22967712],[0.0004861]
G.Wrap,G.Wrap,[1.],[0.]
G.Wrap,G.Wrst,[0.14730598],[0.02646491]
G.Wrap,Post,[0.18162892],[0.00606243]
G.Wrap,Over,[0.17475997],[0.00831683]
G.Wrap,Wide,[0.20153308],[0.0022796]
G.Wrap,S.Bkhd,[0.22248792],[0.00073486]
G.Wrap,S.Dflct,[-0.00712511],[0.91497951]
G.Wrap,S.Slap,[0.22222277],[0.00074597]
G.Wrap,S.Tip,[0.20127068],[0.00231059]
G.Wrap,S.Wrap,[0.38184942],[2.6924914e-09]
G.Wrap,S.Wrst,[0.20203499],[0.00222138]
G.Wrst,Ht,[0.17980004],[0.00660185]
G.Wrst,Wt,[0.09590457],[0.14977836]
G.Wrst,GP,[0.6762373],[9.94329722e-32]
G.Wrst,G,[0.93271456],[6.85181048e-102]
G.Wrst,A,[0.76580471],[4.30243449e-45]
G.Wrst,A1,[0.75807016],[1.03429817e-43]
G.Wrst,A2,[0.69554828],[3.43047097e-34]
G.Wrst,PTS,[0.86904207],[7.55269799e-71]
G.Wrst,+/-,[0.20876741],[0.00156084]
G.Wrst,Shifts,[0.75839601],[9.06818192e-44]
G.Wrst,TOI,[0.78929926],[1.22825317e-49]
G.Wrst,TOIX,[0.78907588],[1.36522939e-49]
G.Wrst,TOI/GP,[0.76677631],[2.86067115e-45]
G.Wrst,TOI%,[0.75805032],[1.04260601e-43]
G.Wrst,iBLK,[0.51896962],[4.61297731e-17]
G.Wrst,iFOW,[0.62897459],[1.98787854e-26]
G.Wrst,iFOL,[0.68563709],[6.65204683e-33]
G.Wrst,FO%,[0.2186391],[0.00091201]
G.Wrst,OTG,[0.54439091],[6.30441725e-19]
G.Wrst,GWG,[0.76449483],[7.4355552e-45]
G.Wrst,G.Bkhd,[0.50930432],[2.15159299e-16]
G.Wrst,G.Snap,[0.57884849],[1.01293622e-21]
G.Wrst,G.Tip,[0.49493537],[1.94372165e-15]
G.Wrst,G.Wrap,[0.14730598],[0.02646491]
G.Wrst,G.Wrst,[1.],[0.]
G.Wrst,Post,[0.62323358],[7.60345766e-26]
G.Wrst,Over,[0.6992716],[1.09138908e-34]
G.Wrst,Wide,[0.77253746],[2.44038871e-46]
G.Wrst,S.Bkhd,[0.68978872],[1.94943998e-33]
G.Wrst,S.Dflct,[0.4922012],[2.92070917e-15]
G.Wrst,S.Slap,[0.50181111],[6.86819839e-16]
G.Wrst,S.Tip,[0.62003663],[1.5857818e-25]
G.Wrst,S.Wrap,[0.38613412],[1.72529052e-09]
G.Wrst,S.Wrst,[0.8563503],[1.21569664e-66]
Post,Ht,[0.09512759],[0.15312146]
Post,Wt,[0.07761323],[0.24414985]
Post,GP,[0.55059339],[2.09098252e-19]
Post,G,[0.673629],[2.06903905e-31]
Post,A,[0.64291801],[6.7819275e-28]
Post,A1,[0.62159885],[1.10842815e-25]
Post,A2,[0.60321038],[6.63108553e-24]
Post,PTS,[0.68508829],[7.81183024e-33]
Post,+/-,[0.02212655],[0.74021244]
Post,Shifts,[0.61961328],[1.7467983e-25]
Post,TOI,[0.65714884],[1.79249485e-29]
Post,TOIX,[0.65759988],[1.59237589e-29]
Post,TOI/GP,[0.64969603],[1.23126486e-28]
Post,TOI%,[0.64617239],[3.00548435e-28]
Post,iBLK,[0.43320324],[8.34472122e-12]
Post,iFOW,[0.55296554],[1.3626871e-19]
Post,iFOL,[0.56713782],[9.81613143e-21]
Post,FO%,[0.18925606],[0.00421345]
Post,OTG,[0.36100328],[2.14546534e-08]
Post,GWG,[0.54696151],[4.00136391e-19]
Post,G.Bkhd,[0.44469468],[1.9926228e-12]
Post,G.Snap,[0.49097235],[3.50316875e-15]
Post,G.Tip,[0.36247957],[1.86113324e-08]
Post,G.Wrap,[0.18162892],[0.00606243]
Post,G.Wrst,[0.62323358],[7.60345766e-26]
Post,Post,[1.],[0.]
Post,Over,[0.60601374],[3.61523325e-24]
Post,Wide,[0.66238388],[4.47967091e-30]
Post,S.Bkhd,[0.59019152],[1.02721241e-22]
Post,S.Dflct,[0.44839095],[1.24262387e-12]
Post,S.Slap,[0.57633048],[1.66344869e-21]
Post,S.Tip,[0.49290941],[2.62924244e-15]
Post,S.Wrap,[0.35917719],[2.55542329e-08]
Post,S.Wrst,[0.69874507],[1.28463777e-34]
Over,Ht,[0.14441762],[0.02960496]
Over,Wt,[0.13012585],[0.0502183]
Over,GP,[0.62227716],[9.48201717e-26]
Over,G,[0.73360065],[1.15147981e-39]
Over,A,[0.67443743],[1.64998716e-31]
Over,A1,[0.64856756],[1.64070156e-28]
Over,A2,[0.63752156],[2.5591e-27]
Over,PTS,[0.72961066],[4.77327116e-39]
Over,+/-,[0.03146053],[0.63728124]
Over,Shifts,[0.6796353],[3.78435484e-32]
Over,TOI,[0.70834836],[6.20371484e-36]
Over,TOIX,[0.70833955],[6.2213499e-36]
Over,TOI/GP,[0.66865786],[8.19128531e-31]
Over,TOI%,[0.66101075],[6.46211177e-30]
Over,iBLK,[0.42763587],[1.63844318e-11]
Over,iFOW,[0.56124646],[2.97510023e-20]
Over,iFOL,[0.58467658],[3.16052862e-22]
Over,FO%,[0.22123799],[0.00078857]
Over,OTG,[0.41269583],[9.43473829e-11]
Over,GWG,[0.59132853],[8.12575661e-23]
Over,G.Bkhd,[0.3475761],[7.56622435e-08]
Over,G.Snap,[0.55773224],[5.70455471e-20]
Over,G.Tip,[0.44794624],[1.31566571e-12]
Over,G.Wrap,[0.17475997],[0.00831683]
Over,G.Wrst,[0.6992716],[1.09138908e-34]
Over,Post,[0.60601374],[3.61523325e-24]
Over,Over,[1.],[0.]
Over,Wide,[0.73349359],[1.19666712e-39]
Over,S.Bkhd,[0.59442432],[4.27220577e-23]
Over,S.Dflct,[0.47243207],[4.99256149e-14]
Over,S.Slap,[0.54236869],[8.990364e-19]
Over,S.Tip,[0.56742337],[9.29725513e-21]
Over,S.Wrap,[0.34865869],[6.84993558e-08]
Over,S.Wrst,[0.74904642],[3.64272441e-42]
Wide,Ht,[0.18568978],[0.00500322]
Wide,Wt,[0.20830621],[0.00159959]
Wide,GP,[0.78525959],[8.1503311e-49]
Wide,G,[0.84105228],[4.43739283e-62]
Wide,A,[0.78829987],[1.96920606e-49]
Wide,A1,[0.77530461],[7.29009891e-47]
Wide,A2,[0.72197784],[6.76099164e-38]
Wide,PTS,[0.84603714],[1.64204017e-63]
Wide,+/-,[0.04899469],[0.46261295]
Wide,Shifts,[0.85114431],[4.95168451e-65]
Wide,TOI,[0.87031781],[2.69788901e-71]
Wide,TOIX,[0.87060225],[2.14140265e-71]
Wide,TOI/GP,[0.79751113],[2.29856514e-51]
Wide,TOI%,[0.78560731],[6.93637876e-49]
Wide,iBLK,[0.63698194],[2.9182848e-27]
Wide,iFOW,[0.6980049],[1.61454297e-34]
Wide,iFOL,[0.70217686],[4.41079067e-35]
Wide,FO%,[0.28272233],[1.52467608e-05]
Wide,OTG,[0.46599951],[1.20958267e-13]
Wide,GWG,[0.68173587],[2.0691616e-32]
Wide,G.Bkhd,[0.5152049],[8.45289883e-17]
Wide,G.Snap,[0.651088],[8.62639026e-29]
Wide,G.Tip,[0.55205746],[1.60603833e-19]
Wide,G.Wrap,[0.20153308],[0.0022796]
Wide,G.Wrst,[0.77253746],[2.44038871e-46]
Wide,Post,[0.66238388],[4.47967091e-30]
Wide,Over,[0.73349359],[1.19666712e-39]
Wide,Wide,[1.],[0.]
Wide,S.Bkhd,[0.80615152],[2.85166561e-53]
Wide,S.Dflct,[0.47494225],[3.5168495e-14]
Wide,S.Slap,[0.63313777],[7.38265322e-27]
Wide,S.Tip,[0.76016532],[4.42336394e-44]
Wide,S.Wrap,[0.46006838],[2.69103828e-13]
Wide,S.Wrst,[0.88790899],[5.42728043e-78]
S.Bkhd,Ht,[0.20609037],[0.00179832]
S.Bkhd,Wt,[0.20610353],[0.00179708]
S.Bkhd,GP,[0.77133003],[4.11242664e-46]
S.Bkhd,G,[0.75779101],[1.15747271e-43]
S.Bkhd,A,[0.66638381],[1.52363316e-30]
S.Bkhd,A1,[0.6637487],[3.10632534e-30]
S.Bkhd,A2,[0.5994018],[1.49747228e-23]
S.Bkhd,PTS,[0.73413514],[9.49910101e-40]
S.Bkhd,+/-,[0.05983114],[0.36956812]
S.Bkhd,Shifts,[0.82308436],[2.65733134e-57]
S.Bkhd,TOI,[0.82445237],[1.2024926e-57]
S.Bkhd,TOIX,[0.82459516],[1.10653185e-57]
S.Bkhd,TOI/GP,[0.72526219],[2.18485938e-38]
S.Bkhd,TOI%,[0.70834578],[6.20887965e-36]
S.Bkhd,iBLK,[0.65507504],[3.08111552e-29]
S.Bkhd,iFOW,[0.68279356],[1.52383456e-32]
S.Bkhd,iFOL,[0.69013991],[1.75552642e-33]
S.Bkhd,FO%,[0.27350076],[2.93745791e-05]
S.Bkhd,OTG,[0.35313751],[4.52119709e-08]
S.Bkhd,GWG,[0.58995444],[1.07853746e-22]
S.Bkhd,G.Bkhd,[0.61883347],[2.08659229e-25]
S.Bkhd,G.Snap,[0.54484429],[5.82030954e-19]
S.Bkhd,G.Tip,[0.55496821],[9.46779412e-20]
S.Bkhd,G.Wrap,[0.22248792],[0.00073486]
S.Bkhd,G.Wrst,[0.68978872],[1.94943998e-33]
S.Bkhd,Post,[0.59019152],[1.02721241e-22]
S.Bkhd,Over,[0.59442432],[4.27220577e-23]
S.Bkhd,Wide,[0.80615152],[2.85166561e-53]
S.Bkhd,S.Bkhd,[1.],[0.]
S.Bkhd,S.Dflct,[0.4474977],[1.39356847e-12]
S.Bkhd,S.Slap,[0.46714443],[1.0347158e-13]
S.Bkhd,S.Tip,[0.72115425],[8.95209536e-38]
S.Bkhd,S.Wrap,[0.50133177],[7.39042535e-16]
S.Bkhd,S.Wrst,[0.80771218],[1.26038192e-53]
S.Dflct,Ht,[0.09092482],[0.17218816]
S.Dflct,Wt,[0.00935497],[0.88852375]
S.Dflct,GP,[0.47108719],[6.01645927e-14]
S.Dflct,G,[0.53496965],[3.22822413e-18]
S.Dflct,A,[0.44636915],[1.60999662e-12]
S.Dflct,A1,[0.43073806],[1.12672743e-11]
S.Dflct,A2,[0.41908915],[4.50766725e-11]
S.Dflct,PTS,[0.50298256],[5.73919247e-16]
S.Dflct,+/-,[0.08141382],[0.22174715]
S.Dflct,Shifts,[0.49571065],[1.7306066e-15]
S.Dflct,TOI,[0.50100679],[7.76638781e-16]
S.Dflct,TOIX,[0.49906249],[1.04392324e-15]
S.Dflct,TOI/GP,[0.43842506],[4.38201773e-12]
S.Dflct,TOI%,[0.43832049],[4.43938838e-12]
S.Dflct,iBLK,[0.37695653],[4.44110763e-09]
S.Dflct,iFOW,[0.33283207],[2.82549112e-07]
S.Dflct,iFOL,[0.35652349],[3.2883162e-08]
S.Dflct,FO%,[0.14649112],[0.02732042]
S.Dflct,OTG,[0.15947524],[0.0161741]
S.Dflct,GWG,[0.41424744],[7.89770666e-11]
S.Dflct,G.Bkhd,[0.382788],[2.44372068e-09]
S.Dflct,G.Snap,[0.36134133],[2.07687526e-08]
S.Dflct,G.Tip,[0.33471922],[2.39609226e-07]
S.Dflct,G.Wrap,[-0.00712511],[0.91497951]
S.Dflct,G.Wrst,[0.4922012],[2.92070917e-15]
S.Dflct,Post,[0.44839095],[1.24262387e-12]
S.Dflct,Over,[0.47243207],[4.99256149e-14]
S.Dflct,Wide,[0.47494225],[3.5168495e-14]
S.Dflct,S.Bkhd,[0.4474977],[1.39356847e-12]
S.Dflct,S.Dflct,[1.],[0.]
S.Dflct,S.Slap,[0.29435531],[6.44545934e-06]
S.Dflct,S.Tip,[0.42567843],[2.07103741e-11]
S.Dflct,S.Wrap,[0.20334657],[0.00207556]
S.Dflct,S.Wrst,[0.47627261],[2.91742826e-14]
S.Slap,Ht,[0.04205021],[0.52847481]
S.Slap,Wt,[0.02341347],[0.72569187]
S.Slap,GP,[0.49024141],[3.90197623e-15]
S.Slap,G,[0.62984175],[1.6192931e-26]
S.Slap,A,[0.61889768],[2.05631422e-25]
S.Slap,A1,[0.59824151],[1.91513983e-23]
S.Slap,A2,[0.58133294],[6.18293635e-22]
S.Slap,PTS,[0.65175113],[7.27661739e-29]
S.Slap,+/-,[0.00314734],[0.96238733]
S.Slap,Shifts,[0.54456683],[6.11205561e-19]
S.Slap,TOI,[0.58004095],[7.99670202e-22]
S.Slap,TOIX,[0.58049179],[7.31111953e-22]
S.Slap,TOI/GP,[0.58158627],[5.87802547e-22]
S.Slap,TOI%,[0.58195513],[5.46031727e-22]
S.Slap,iBLK,[0.33396732],[2.55908502e-07]
S.Slap,iFOW,[0.43073799],[1.12673739e-11]
S.Slap,iFOL,[0.44288359],[2.50617665e-12]
S.Slap,FO%,[0.17572778],[0.00795968]
S.Slap,OTG,[0.33230736],[2.95743057e-07]
S.Slap,GWG,[0.53062316],[6.74217015e-18]
S.Slap,G.Bkhd,[0.31723308],[1.05860067e-06]
S.Slap,G.Snap,[0.57577283],[1.8555316e-21]
S.Slap,G.Tip,[0.28248257],[1.55135523e-05]
S.Slap,G.Wrap,[0.22222277],[0.00074597]
S.Slap,G.Wrst,[0.50181111],[6.86819839e-16]
